index,Name,NACE code,Last avail. year,Year,Book Value per share USD,Capital expenditure per share USD,Cash flow USD,Current ratio (x),Dividends per share USD,Market capitalisation (mil) m USD,Market price - high USD,Market price - low USD,Market price - open USD,Market price - year end USD,Nominal value,Number of employees,Operating profit per share USD,Operating revenue (Turnover) USD,Operating revenue (Turnover) per share USD,P/L before tax USD,Net income,Profit margin (%),ROCE using P/L before tax (%),ROE using P/L before tax (%),Shareholders funds USD,Shares outstanding,Solvency ratio (Asset based) (%),Total assets USD,Working Capital per share USD,Market price - year(+1) end USD,Dividend yield,Return,logR,Ticker,Yf Market price,Yf Market price - year(+1),Yf Return,Yf logR
83773,ATLAS COPCO AB,2813,2018,2011,4.98,,2248211.0,1.86,1.05,18036.55,25.92,16.3,24.81,21.49,0.42,37579.0,3.04,11828187.0,14.09,2508239.0,1882051.0,21.21,36.8,60.04,4177882.0,839394.0,38.31,10904802.0,4.61,27.41,0.0488599348534202,0.27547696603071203,0.2433201996602755,ATCO-A.ST,127.67400360107422,121.81500244140624,-0.04589032218316582,-0.04697664787693974
83774,SANDVIK AB,2573,2018,2011,3.98,,1643655.0,1.74,0.5,14545.05,19.82,10.25,19.22,12.26,,48547.0,1.26,13708786.0,11.56,1187479.0,798235.0,8.66,15.06,25.17,4717105.0,1186287.0,32.91,14335555.0,3.98,15.91,0.040783034257748776,0.2977161500815661,0.26060591184163023,SAND.ST,119.0999984741211,95.5,-0.1981528024893222,-0.22083721606282414
83775,SECURITAS AB,8010,2018,2011,3.84,,414638.0,1.01,0.46,3000.45,11.91,6.64,11.53,8.62,,272425.0,1.24,9311004.0,26.76,360062.0,252000.0,3.87,14.4,26.94,1336513.0,347916.0,25.11,5323461.0,4.22,8.72,0.05336426914153133,0.011600928074246106,0.011534153245286763,SECU-B.ST,75.1500015258789,63.79999923706055,-0.15103129818180822,-0.16373295811098093
83776,TELIA COMPANY AB,6190,2018,2011,4.12,,4594277.0,1.01,0.41,29402.86,8.09,5.89,7.79,6.79,3.2,27983.0,0.99,15447973.0,3.57,3901448.0,2669687.0,25.26,13.85,21.86,17849500.0,4330085.0,48.62,36715160.0,0.19,6.77,0.06038291605301914,-0.0029455081001473434,-0.002949854646421235,TELIA.ST,54.54999923706055,46.13999938964844,-0.15417048515187634,-0.16743745877566674
83777,AB SKF,2815,2018,2011,7.55,,1138406.0,2.52,0.88,8717.81,28.53,17.18,27.92,21.14,0.63,46039.0,3.4,9630937.0,23.35,1296804.0,878523.0,13.47,21.34,41.67,3112215.0,412402.0,36.1,8620294.0,7.11,25.09,0.04162724692526017,0.1868495742667928,0.17130237993623934,SKF-B.ST,183.8000030517578,161.5,-0.12132754451303335,-0.12934308386256313
83778,ASSA ABLOY AB,2512,2018,2011,3.26,,706186.0,0.87,0.23,8747.54,9.55,6.22,9.24,8.35,1.0,41070.0,0.73,6070096.0,5.8,661905.0,557806.0,10.9,14.3,19.38,3415799.0,1047226.0,42.49,8039404.0,1.22,12.45,0.027544910179640718,0.4910179640718562,0.3994590840479525,ASSA-B.ST,60.5,69.26670074462889,0.14490414453932074,0.13532091694223095
83779,SSAB AB,2410,2018,2011,18.55,,571599.0,2.11,0.39,2120.08,17.0,6.76,16.58,8.81,,8830.0,1.51,6617739.0,27.49,290082.0,226491.0,4.38,4.75,6.49,4467094.0,240766.0,48.5,9210477.0,7.91,8.69,0.04426787741203178,-0.013620885357548351,-0.013714500670787584,SSAB-A.ST,70.73570251464844,44.26729965209961,-0.3741873187315496,-0.4687041838611856
83780,NCC AB,4120,2018,2011,15.56,,277451.0,1.57,2.04,1358.01,26.93,13.08,21.46,17.57,8.0,17459.0,3.78,7627365.0,98.67,262497.0,190194.0,3.44,12.88,21.82,1203014.0,77302.0,25.17,4780115.0,6.93,20.94,0.11610700056915195,0.1918042117245305,0.17546830324338494,NCC-B.ST,117.94000244140624,90.94850158691406,-0.2288578963520187,-0.2598826115744889
83781,BOLIDEN AB,729,2018,2011,11.16,,772827.0,1.63,0.58,3990.86,20.83,9.49,20.08,14.59,2.0,4423.0,2.52,5870755.0,21.46,661905.0,491601.0,11.28,15.7,21.69,3051672.0,273511.0,55.88,5461185.0,2.76,18.77,0.039753255654557916,0.2864976010966415,0.2519234880637232,BOL.ST,136.0,103.9000015258789,-0.23602940054500804,-0.26922597294483674
83782,PEAB AB,4120,2018,2011,4.41,,260755.0,1.35,0.34,1303.39,8.6,3.86,8.28,4.98,5.0,14560.0,0.82,6324317.0,24.16,173498.0,136911.0,2.74,10.25,15.04,1153796.0,261730.0,25.35,4551447.0,2.29,4.77,0.06827309236947791,-0.04216867469879535,-0.04308358613631191,PEAB-B.ST,56.25,33.799999237060554,-0.3991111246744792,-0.5093452611677298
83783,AXFOOD AB,4711,2018,2011,2.24,,154362.0,0.91,0.44,1931.82,9.33,7.34,9.14,9.2,5.0,7062.0,0.86,5088491.0,24.25,176256.0,129361.0,3.46,31.77,37.5,469968.0,209871.0,39.1,1201853.0,0.2,9.42,0.04782608695652174,0.02391304347826094,0.02363160453327704,AXFO.ST,58.7750015258789,59.45000076293945,0.011484461412788593,0.011419015582594557
83784,SKANDINAVISKA ENSKILDA BANKEN AB,6419,2018,2011,6.87,,,,0.0,12630.64,9.0,4.46,8.2,5.82,10.0,18912.0,,5471493.0,2.52,2170971.0,1576143.0,39.68,,14.55,14916300.0,2170019.0,4.35,342549915.0,,8.49,0.0,0.4587628865979381,0.37758873857990943,SEB-A.ST,56.29999923706055,47.0,-0.1651864895752724,-0.18054691988426355
83785,SWEDBANK AB,6419,2018,2011,14.76,,,,0.0,12492.81,17.36,9.52,13.65,12.94,21.0,16287.0,,4853289.0,5.03,2239209.0,1707101.0,46.14,,15.72,14247572.0,965190.0,5.28,269620489.0,,19.52,0.0,0.508500772797527,0.4111162919121919,SWED-A.ST,108.0,102.8000030517578,-0.048148119891131366,-0.04934584441679531
83786,SVENSKA HANDELSBANKEN AB,6419,2018,2011,7.47,,,,0.0,16090.8,10.94,7.13,10.52,8.76,4.3,11184.0,,4763419.0,2.59,2400801.0,1789131.0,50.4,,17.49,13723595.0,1836938.0,3.85,356340440.0,,11.91,0.0,0.3595890410958905,0.3071824784189087,SHB-A.ST,69.0,70.30000305175781,0.01884062393851902,0.018665337629854114
83787,SAS AB,5110,2018,2011,5.49,,105405.0,0.72,0.0,382.13,4.07,1.07,3.38,1.16,,15142.0,0.28,6012457.0,18.27,-236509.0,-244929.0,-3.93,-2.28,-13.1,1805102.0,329000.0,31.73,5689127.0,0.19,0.97,0.0,-0.16379310344827586,-0.17887921260298176,SAS.ST,22.0,8.350000381469728,-0.6204545281150124,-0.9687808688105556
83788,INVESTOR AB,6420,2018,2011,49.75,,-1119387.0,2.4,1.47,8491.1,23.07,16.0,20.99,18.64,6.25,11303.0,1.99,2200154.0,4.83,-1391030.0,-1339925.0,-63.22,-3.19,-6.14,22659234.0,455484.0,73.06,31012821.0,0.61,26.14,0.07886266094420599,0.4023605150214592,0.3381568989386308,INVE-B.ST,153.1999969482422,146.6999969482422,-0.04242819927859392,-0.04335457304017644
83790,HUSQVARNA AB,2830,2018,2011,4.01,,306343.0,2.17,0.28,2057.39,8.56,3.78,8.2,4.6,,15698.0,0.5,4407422.0,9.86,166529.0,143734.0,3.78,6.96,9.3,1790438.0,446883.0,42.37,4225358.0,2.9,6.03,0.060869565217391314,0.31086956521739145,0.2706907072440448,HUSQ-B.ST,54.099998474121094,39.90999984741211,-0.2622920337695909,-0.3042072424103069
83791,HEXAGON AB,4690,2018,2011,9.63,,514713.0,1.11,0.23,5053.74,24.35,11.28,21.01,14.94,,13060.0,1.65,2820961.0,8.34,481848.0,381959.0,17.08,10.04,14.79,3258946.0,338276.0,47.13,6914213.0,2.77,25.07,0.015394912985274432,0.6780455153949131,0.5176297324655308,HEXA-B.ST,150.6999969482422,128.39999389648438,-0.14797613472690868,-0.16014074166120873
83794,TRELLEBORG AB,2932,2018,2011,7.98,,396649.0,1.28,0.41,2104.28,11.25,5.98,10.31,8.67,2.0,20274.0,1.46,4269785.0,17.6,322604.0,264094.0,7.56,12.25,16.66,1936496.0,242572.0,46.49,4165542.0,3.0,12.38,0.04728950403690888,0.4279123414071512,0.3562134764639997,TREL-B.ST,64.75,69.09999847412111,0.06718144361576979,0.065021008111793
83795,SAAB AB,3030,2018,2011,17.53,,506265.0,1.32,0.64,2217.2,22.5,15.13,17.86,20.67,16.0,13068.0,3.86,3422187.0,31.91,404054.0,323040.0,11.81,17.78,21.49,1880163.0,107243.0,40.73,4616781.0,7.72,20.77,0.030962747943880018,0.004837929366231149,0.004826264194343856,SAAB-B.ST,127.1989974975586,114.16500091552734,-0.10246933418073062,-0.1081079911596633
83796,TELE2 AB,6190,2018,2011,7.35,,1276769.0,0.87,0.99,8237.78,22.68,16.0,20.4,19.44,1.25,7517.0,2.39,5947704.0,14.04,924692.0,710978.0,15.55,19.83,29.69,3114102.0,423744.0,46.12,6752472.0,0.39,18.0,0.050925925925925916,-0.07407407407407414,-0.07696104113612844,TEL2-B.ST,140.49600219726562,130.08900451660156,-0.07407326555848866,-0.07696016793967736
83797,BILIA AB,4519,2018,2011,2.62,,112084.0,1.29,0.35,352.29,5.9,2.68,4.72,3.51,,3166.0,0.71,2637600.0,26.29,67076.0,60978.0,2.54,16.69,25.48,263223.0,100320.0,32.93,799396.0,2.59,3.59,0.09971509971509973,0.022792022792022814,0.022536165022413127,BILI-A.ST,79.0,65.375,-0.17246835443037975,-0.18930793008193456
83798,AAK AB,1042,2018,2011,2.1,,138217.0,2.38,0.11,1184.6,4.96,3.64,4.55,4.83,10.0,2065.0,0.54,2439276.0,9.94,118472.0,87402.0,4.86,12.52,23.01,514976.0,245389.0,35.56,1448089.0,2.12,7.07,0.022774327122153208,0.463768115942029,0.3810140122440001,AAK.ST,30.0,34.833301544189446,0.16111005147298174,0.14937648846718282
83799,GETINGE AB,3109,2018,2011,9.54,,577987.0,1.7,0.58,5630.86,26.13,19.24,20.7,25.32,0.5,12427.0,2.56,3184517.0,14.32,500022.0,367176.0,15.7,11.61,23.58,2120882.0,222383.0,35.23,6020733.0,5.3,33.82,0.022906793048973143,0.33570300157977884,0.2894577461944588,GETI-B.ST,126.11000061035156,152.4969940185547,0.20923791357144111,0.18999033769183735
83800,BILLERUDKORSNAS AB,1712,2018,2011,6.75,,188307.0,1.99,0.5,890.4,11.07,5.84,8.38,8.49,5.0,2277.0,1.35,1359089.0,12.96,135459.0,99162.0,9.97,13.49,19.15,707203.0,104835.0,52.18,1355315.0,1.74,9.42,0.05889281507656065,0.1095406360424028,0.10394608826501564,BILL.ST,57.54059982299805,49.29180145263672,-0.14335614150244602,-0.15473301443733622
83801,LUNDIN PETROLEUM AB,910,2018,2011,3.15,,330130.0,0.74,0.0,7809.64,26.31,9.47,12.18,24.57,0.01,316.0,2.22,1269515.0,3.99,729657.0,160137.0,57.48,32.82,72.9,1000882.0,317911.0,37.21,2689944.0,0.5,22.98,0.0,-0.0647130647130647,-0.06690191411247813,LUPE.ST,86.7063980102539,135.781005859375,0.5659860053616519,0.4485156609780109
83802,RATOS AB,6420,2018,2011,8.28,,289066.0,1.08,1.06,2807.89,19.73,10.03,18.08,11.72,,18845.0,1.01,4332796.0,18.09,124860.0,75642.0,2.88,6.5,6.3,1982955.0,239504.0,34.21,5796129.0,3.19,9.61,0.09044368600682594,-0.18003412969283286,-0.19849256116666555,RATO-B.ST,124.5999984741211,91.8499984741211,-0.2628410947115865,-0.3049517990587253
83804,L E LUNDBERGFORETAGEN AB,6831,2018,2011,29.58,,858197.0,0.98,0.47,2239.94,18.78,12.95,18.17,14.74,10.0,4302.0,6.41,3409992.0,22.43,1561189.0,742773.0,45.78,14.71,34.72,4496276.0,152000.0,36.26,12401818.0,3.29,17.67,0.031886024423337864,0.1987788331071914,0.18130339957041453,LUND-B.ST,122.5,113.75,-0.07142857142857142,-0.07410797215372185
83805,SVENSKA CELLULOSA AB SCA,1724,2018,2011,14.62,,1710731.0,1.47,0.7,9011.57,16.68,11.1,15.52,14.81,,43697.0,1.76,11809022.0,19.41,141412.0,79562.0,1.2,2.37,1.59,8898617.0,608520.0,44.09,20181483.0,2.79,21.68,0.047265361242403776,0.463875759621877,0.38108754829173797,SCA-B.ST,20.72369956970215,23.37540054321289,0.12795499976208416,0.12040625845214765
83806,MODERN TIMES GROUP AB,6020,2018,2011,9.84,,269030.0,1.19,1.43,2907.35,71.26,37.27,64.61,47.74,,3031.0,-1.5,1956822.0,32.13,-105550.0,-192662.0,-5.39,-8.85,-17.61,599474.0,60903.0,36.6,1637847.0,4.26,34.84,0.029953917050691243,-0.27021365731043145,-0.3150034689263819,MTG-B.ST,167.98599243164062,127.52899932861328,-0.24083551561295036,-0.2755368130927572
83808,LOOMIS AB,8020,2018,2011,7.09,,173062.0,1.06,0.53,1000.15,15.14,9.91,14.81,14.37,,19511.0,1.68,1593130.0,22.9,107873.0,74481.0,6.77,11.64,21.87,493198.0,69583.0,37.46,1316695.0,,16.07,0.036882393876130834,0.1183020180932499,0.11181147965848774,LOOM-B.ST,100.0,94.5,-0.055,-0.05657035148839435
83809,SWECO AB,7112,2018,2011,2.64,,70140.0,1.28,0.49,685.65,10.31,7.16,8.35,8.35,,5772.0,0.94,869318.0,10.58,76484.0,54227.0,8.8,31.74,35.28,216792.0,82131.0,45.85,472843.0,2.32,11.22,0.058682634730538925,0.34371257485029955,0.2954363612317863,SWEC-B.ST,62.42990112304688,68.91300201416016,0.10384608616206753,0.09880052342749768
83812,HOLMEN AB,1712,2018,2011,23.1,,757147.0,1.02,0.79,1783.42,18.4,10.82,16.12,14.35,50.0,4041.0,2.25,2797160.0,22.51,773698.0,574212.0,27.66,18.28,26.95,2870770.0,124266.0,53.13,5403400.0,3.82,14.79,0.05505226480836237,0.030662020905923317,0.030201334517078376,HOLM-B.ST,109.0999984741211,90.8499984741211,-0.16727772919565131,-0.18305510080637227
83813,INDUTRADE AB,2829,2018,2011,2.5,,108309.0,1.3,0.33,1062.77,11.57,7.43,11.23,8.86,1.0,3778.0,1.0,1161346.0,9.68,105841.0,78401.0,9.11,26.17,35.32,299665.0,120000.0,37.77,793443.0,2.46,10.1,0.03724604966139955,0.13995485327313772,0.13098865923022432,INDT.ST,69.16670227050781,68.5,-0.009639064009447357,-0.009685820488661031
83814,JM AB,4120,2018,2011,7.99,,152155.0,2.67,0.94,1358.28,25.63,11.58,23.01,16.26,,2331.0,2.58,1742381.0,20.86,212408.0,151284.0,12.19,21.57,31.82,667567.0,83530.0,40.71,1640025.0,0.37,17.83,0.05781057810578105,0.0965559655596554,0.09217432775538424,JM.ST,168.0,122.5,-0.2708333333333333,-0.3158529494184773
83816,AF POYRY AB,7112,2018,2011,5.45,,52354.0,1.51,0.38,522.96,10.6,6.39,10.11,8.06,5.0,4367.0,0.95,744922.0,11.48,61806.0,44427.0,8.3,15.93,17.47,353892.0,64900.0,59.11,598661.0,1.54,11.95,0.04714640198511166,0.4826302729528534,0.39381772185898256,AF-B.ST,56.08430099487305,61.09180068969727,0.08928522966314549,0.0855217285386556
83817,INTRUM JUSTITIA AB,6619,2018,2011,5.12,,105202.0,0.82,0.65,1247.51,16.12,10.96,15.1,15.64,0.02,3331.0,1.58,573457.0,7.19,109296.0,80056.0,19.06,16.03,26.78,408206.0,79745.0,35.56,1148032.0,,14.91,0.04156010230179028,-0.0466751918158568,-0.04779960634051797,INTRUM.ST,92.0,110.0,0.1956521739130435,0.1786917887433759
83818,HEXPOL AB,2017,2018,2011,1.13,,111648.0,1.89,0.08,930.08,3.01,1.64,2.24,2.93,,3041.0,0.41,1045197.0,3.3,126602.0,89870.0,12.11,21.52,35.26,359046.0,317134.0,47.49,756131.0,0.24,5.28,0.027303754266211604,0.8020477815699658,0.5889236746891942,HPOL-B.ST,14.800000190734865,22.5,0.5202702506778014,0.4188881155528144
83820,NOBIA AB,3102,2018,2011,2.92,,75061.0,1.1,0.0,623.53,9.44,3.12,8.71,3.56,0.33,7430.0,0.16,1924155.0,10.98,12196.0,10018.0,0.63,3.03,2.38,511782.0,175293.0,41.89,1221888.0,0.96,4.07,0.0,0.1432584269662922,0.13388245459056458,NOBI.ST,59.25,31.20000076293945,-0.4734177086423721,-0.6413476607466165
83821,BEIJER REF AB,2611,2018,2011,2.96,,59986.0,1.94,0.24,621.33,7.26,4.69,6.97,5.29,17.5,1867.0,0.53,850039.0,7.23,70834.0,52847.0,8.33,14.74,20.36,347961.0,117516.0,47.1,738715.0,2.57,5.53,0.04536862003780718,0.04536862003780722,0.04436956966403542,BEIJ-B.ST,47.33330154418945,44.83330154418945,-0.05281693688039167,-0.05426289600929789
83822,SWEDISH MATCH AB,1200,2018,2011,-1.09,,410442.0,1.18,0.9,7554.9,35.54,26.93,28.27,35.47,1.46,3880.0,2.52,1693599.0,7.95,461693.0,368338.0,27.26,38.16,,-232443.0,213000.0,-11.04,2106218.0,1.42,33.55,0.025373555117000283,-0.05413025091626732,-0.05565040536783973,SWMA.ST,209.8999938964844,263.39999389648443,0.25488328516285896,0.2270425683887593
83824,ELEKTA AB (PUBL),2660,2019,2011,1.76,,212046.0,1.47,0.17,4162.98,11.81,7.15,7.88,11.48,2.0,2760.0,0.65,1317619.0,3.63,244053.0,171871.0,18.52,30.23,38.2,638972.0,362709.0,42.77,1493990.0,1.04,12.63,0.01480836236933798,0.1001742160278746,0.0954685454709795,EKTA-B.ST,63.099998474121094,83.7249984741211,0.32686213151746485,0.2828168550901272
83827,INVESTMENT AB LATOUR,6430,2018,2011,2.57,,322749.0,1.33,0.18,2292.84,5.44,3.2,4.54,3.87,0.83,3518.0,0.54,1050278.0,1.77,323766.0,297342.0,30.83,20.69,21.26,1522860.0,592030.0,77.14,1974244.0,0.43,4.77,0.04651162790697674,0.2325581395348836,0.2090917978585592,LATO-B.ST,134.10000610351562,139.30000305175778,0.03877700754337148,0.03804406689127926
83829,EWORK GROUP AB,7490,2018,2011,0.99,,6151.0,1.17,0.27,74.55,6.61,4.02,4.79,4.46,,131.0,0.49,379202.0,22.67,8232.0,6015.0,2.17,49.7,49.47,16641.0,16725.0,15.24,109174.0,,5.69,0.06053811659192825,0.2757847533632288,0.2435614821062669,EWRK.ST,37.79999923706055,38.099998474121094,0.007936487913111287,0.007905159641380874
83830,ELANDERS AB,5819,2018,2011,6.95,,21324.0,0.63,0.08,44.79,4.69,2.38,4.07,2.44,10.0,1546.0,0.84,273310.0,14.88,11610.0,8781.0,4.25,11.37,9.09,127693.0,18363.0,43.88,291035.0,2.83,3.31,0.032786885245901634,0.3565573770491804,0.30495015008386106,ELAN-B.ST,26.7322998046875,22.440900802612305,-0.1605323534985456,-0.17498734221677198
83833,ADDTECH AB,7490,2018,2011,2.33,,62631.0,1.19,0.4,594.73,10.37,5.98,9.44,9.16,2.0,1612.0,1.09,786846.0,12.12,67493.0,48619.0,8.58,33.31,44.52,151595.0,64926.0,36.75,412508.0,2.14,11.09,0.04366812227074236,0.21069868995633184,0.1911976226762368,ADDT-B.ST,57.97829818725586,55.83089828491211,-0.03703799472361483,-0.03774132250401848
83836,LINDAB INTERNATIONAL AB,2599,2018,2011,4.98,,36877.0,1.57,0.14,427.38,13.91,4.62,12.86,5.43,1.0,4484.0,0.67,1000044.0,12.71,27005.0,13212.0,2.7,7.14,6.89,391858.0,78708.0,41.66,940662.0,2.36,6.61,0.025782688766114184,0.2173112338858197,0.19664451991775087,LIAB.ST,83.1500015258789,52.79999923706055,-0.3650030274427894,-0.4541350477272506
83837,SWEDISH ORPHAN BIOVITRUM AB,2120,2018,2011,2.72,,42599.0,2.43,0.0,581.46,6.01,1.66,5.95,2.19,,517.0,-0.18,299244.0,1.13,-53842.0,2603.0,-17.99,-5.12,-7.47,720622.0,265227.0,74.09,972681.0,0.5,5.63,0.0,1.5707762557077625,0.9442078983231896,SOBI.ST,25.861499786376953,22.399999618530273,-0.13384761890994784,-0.14369442621051007
83839,CLAS OHLSON AB,4759,2019,2011,4.62,,87302.0,1.59,0.69,972.61,21.71,14.67,21.42,16.25,1.25,2219.0,1.42,971927.0,16.24,83185.0,60746.0,8.56,24.04,30.12,276193.0,59840.0,51.47,536600.0,3.11,14.71,0.04246153846153846,-0.09476923076923073,-0.09956537416240027,CLAS-B.ST,102.5,104.75,0.021951219512195117,0.02171376022378426
83841,NOLATO AB,2229,2018,2011,7.1,,43846.0,1.23,0.97,173.51,13.18,6.62,12.05,7.37,5.0,5496.0,1.15,437446.0,18.58,26569.0,19165.0,6.07,14.16,15.9,167109.0,23548.0,53.69,311280.0,2.16,12.07,0.1316146540027137,0.6377204884667571,0.4933053289081949,NOLA-B.ST,75.5,70.25,-0.0695364238410596,-0.07207234804112389
83842,MEKONOMEN AB,2932,2018,2011,6.81,,65769.0,1.66,1.16,1071.95,37.39,22.79,32.38,32.67,,1958.0,2.37,615155.0,18.75,75932.0,53719.0,12.34,26.37,33.98,223442.0,32815.0,50.38,443544.0,4.01,31.75,0.03550658096112641,-0.02816039179675548,-0.02856450027427815,MEKO.ST,200.2100067138672,177.27000427246094,-0.114579699676007,-0.12169283109060748
83843,SYSTEMAIR AB,2825,2019,2011,4.07,,61180.0,1.41,0.29,879.86,18.17,9.84,11.42,16.92,,2506.0,1.14,581959.0,11.19,56429.0,45827.0,9.7,23.48,26.69,211396.0,52000.0,48.55,435394.0,3.16,12.67,0.01713947990543735,-0.2511820330969268,-0.2892593598450296,SYSR.ST,101.0,84.75,-0.1608910891089109,-0.17541477058069985
83848,FASTIGHETS AB BALDER,6831,2018,2011,6.41,,119779.0,1.05,0.08,555.27,7.19,2.8,6.39,3.67,1.0,208.0,0.97,223006.0,1.48,150413.0,117601.0,67.45,8.28,15.52,969119.0,151167.0,35.17,2755347.0,,5.73,0.021798365122615803,0.5613079019073571,0.44552386866016935,BALD-B.ST,31.66670036315918,32.5,0.02631469737245739,0.025974422304063143
83852,NEW WAVE GROUP AB,4771,2018,2011,6.58,,36137.0,4.55,0.21,152.39,8.46,3.15,5.88,3.34,3.0,2242.0,0.96,617216.0,13.52,40057.0,28790.0,6.49,8.0,13.34,300332.0,45636.0,43.04,697824.0,7.87,3.84,0.06287425149700597,0.14970059880239522,0.1395015596110264,NEWA-B.ST,54.25,34.200000762939446,-0.3695852393928211,-0.4613773260438386
83853,CLOETTA AB,1082,2018,2011,5.31,,11511.0,3.36,0.22,101.8,6.29,4.05,6.2,4.64,,437.0,0.19,157208.0,7.16,4100.0,2838.0,2.61,3.49,3.52,116527.0,21959.0,67.55,172504.0,1.08,2.07,0.04741379310344828,-0.5538793103448276,-0.8071657589608862,CLA-B.ST,21.09449958801269,15.399999618530273,-0.26995188701790385,-0.3146448388168976
83855,GUNNEBO AB,2599,2018,2011,3.37,,46097.0,1.47,0.15,264.32,7.95,3.08,7.62,3.48,5.0,5583.0,0.61,760762.0,10.03,43222.0,33015.0,5.68,12.98,16.89,255920.0,75856.0,44.46,575635.0,1.97,3.77,0.04310344827586207,0.08333333333333334,0.08004270767353636,GUNN.ST,41.19419860839844,32.188899993896484,-0.21860599110346585,-0.2466757635309048
83857,ITAB SHOP CONCEPT AB,3101,2018,2011,1.3,,28821.0,0.92,0.05,110.08,2.51,1.33,1.5,1.77,2.5,1751.0,0.44,487324.0,7.82,22086.0,17424.0,4.53,19.1,27.22,81146.0,62317.0,22.62,358792.0,2.14,2.6,0.02824858757062147,0.4689265536723164,0.3845318984416986,ITAB-B.ST,13.08329963684082,18.41670036315918,0.40764951307086295,0.3419213013729794
83860,AB FAGERHULT,2740,2018,2011,1.12,,43019.0,2.33,0.1,297.57,3.11,2.1,2.62,2.57,5.1,2228.0,0.4,442717.0,3.83,41378.0,30083.0,9.35,14.93,31.94,129564.0,115650.0,32.14,403124.0,0.94,2.84,0.03891050583657588,0.10505836575875488,0.0998981532659863,FAG.ST,17.38800048828125,19.13170051574707,0.10028180230619373,0.09556633090955076
83862,CASTELLUM AB,6831,2018,2011,9.46,,104099.0,0.27,0.51,2130.2,14.15,9.47,13.28,12.38,0.5,239.0,1.55,423799.0,2.46,136185.0,103227.0,32.13,4.84,8.37,1626523.0,172007.0,32.79,4961163.0,,14.19,0.04119547657512116,0.14620355411954755,0.13645522391550105,CAST.ST,79.6511001586914,72.31939697265625,-0.0920477328176004,-0.09656347094503093
83863,BETSSON AB,9200,2018,2011,1.8,,87350.0,1.33,0.53,791.28,7.84,5.31,5.67,7.33,0.25,340.0,0.74,252126.0,2.34,80639.0,76632.0,31.98,41.91,41.63,193728.0,107923.0,58.7,330023.0,,10.27,0.0723055934515689,0.4010914051841746,0.3372515080419067,BETS-B.ST,46.41669845581055,64.83329772949219,0.3967666785093417,0.33416005022682865
83865,HALDEX AB,2932,2018,2011,4.34,,324346.0,2.65,0.29,161.77,16.84,3.32,15.53,3.66,5.0,2867.0,0.97,734207.0,16.6,315345.0,300826.0,42.95,97.97,164.3,191936.0,44216.0,46.26,414943.0,2.25,5.15,0.07923497267759562,0.4071038251366121,0.34153356726237,HLDX.ST,31.697099685668945,43.400001525878906,0.3692104942175873,0.3142342921329723
83866,BYGGMAX GROUP AB,4752,2018,2011,2.02,,33073.0,0.79,0.26,233.68,9.0,3.41,8.24,3.85,,527.0,0.65,433860.0,7.14,36529.0,26453.0,8.42,25.2,29.8,122581.0,60737.0,47.81,256370.0,0.38,4.46,0.06753246753246753,0.1584415584415584,0.14707561773227978,BMAX.ST,60.75,42.5,-0.3004115226337449,-0.3572630062902866
83868,DUNI AB,1722,2018,2011,6.43,,53429.0,0.99,0.51,368.48,10.82,6.69,10.6,7.84,10.0,1928.0,1.19,555047.0,11.81,52122.0,37894.0,9.39,16.9,17.24,302278.0,46999.0,56.58,534286.0,2.55,9.07,0.06505102040816327,0.15688775510204087,0.14573342976472886,DUNI.ST,70.75,60.75,-0.1413427561837456,-0.15238545430268918
83869,BE GROUP AB,4672,2018,2011,46.75,,12196.0,1.55,0.0,145.19,142.28,51.69,132.41,58.07,,943.0,5.46,865746.0,346.3,6969.0,2904.0,0.81,5.65,5.96,116875.0,2500.0,30.88,378501.0,28.86,51.04,0.0,-0.12106078870328915,-0.12903954034742413,BEGR.ST,377.2380065917969,231.2400054931641,-0.38701827108479786,-0.4894201495012232
83870,AQ GROUP AB,2711,2018,2011,5.59,,20339.0,2.4,0.19,148.62,9.0,7.48,7.73,8.28,2.0,2645.0,0.99,313738.0,17.47,17421.0,13843.0,5.55,16.83,17.37,100309.0,17959.0,62.51,160478.0,4.86,,0.022946859903381644,,,AQ.ST,55.0,44.0099983215332,-0.19981821233575994,-0.2229163425477764
83873,BEIJER ALMA AB,2593,2018,2011,4.02,,56505.0,2.34,0.57,443.59,12.59,6.79,11.54,8.28,4.17,1687.0,1.2,411031.0,7.67,62247.0,45424.0,15.14,26.63,28.91,215302.0,53602.0,67.38,319522.0,2.14,8.92,0.06884057971014493,0.07729468599033824,0.0744529781947498,BEIA-B.ST,71.25,58.75,-0.17543859649122806,-0.1929036661244916
83877,LAGERCRANTZ GROUP AB,2611,2018,2011,1.41,,24310.0,1.15,0.14,190.85,3.57,2.04,3.1,2.88,2.0,753.0,0.42,343958.0,5.19,25820.0,19025.0,7.51,24.9,27.58,93615.0,66236.0,46.06,203234.0,0.88,4.51,0.04861111111111112,0.5659722222222222,0.4485068593667324,LAGR-B.ST,61.75,57.25,-0.0728744939271255,-0.07566633307373757
